"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"White Corn","....Southern Leyte",257.00,993.00,1250.00,4775.00,9485.00,14260.00,15510.00,179.00,929.00,1108.00,5227.00,9168.00,14395.00,15503.00,222.00,1021.00,1243.00,5241.00,9341.00,14582.00,15825.00,180.00,1153.00,1333.00,4599.00,9380.00,13979.00,15312.00,320.00,1230.00,1550.00,4646.00,9510.00,14156.00,15706.00,360.00,1210.00,1570.00,4440.00,5530.00,9970.00,11540.00,230.00,940.00,1170.00,1650.00,5690.00,7340.00,8510.00,80.00,730.00,810.00,1560.00,4210.00,5770.00,6580.00,71.00,636.00,707.00,1365.00,3542.00,4907.00,5614.00,64.00,602.00,666.00,1255.00,3190.00,4445.00,5111.00,57.00,590.00,647.00,1320.00,3289.00,4609.00,5256.00,50.00,15.00,65.00,408.00,3026.00,3434.00,3499.00,54.00,74.00,128.00,1172.00,3008.00,4180.00,4308.00,50.00,92.00,142.00,1268.00,3179.00,4447.00,4589.00,48.00,101.00,149.00,1318.00,3115.00,4433.00,4582.00,45.00,103.00,148.00,1251.00,3160.00,4411.00,4559.00,54.00,113.00,167.00,1204.00,3154.00,4358.00,4525.00,57.00,133.00,190.00,1247.00,3750.00,4997.00,5187.00,71.00,148.00,219.00,1283.00,3922.00,5205.00,5424.00,74.00,167.00,241.00,1610.00,4267.00,5877.00,6118.00,95.00,171.00,266.00,1588.00,4310.00,5898.00,6164.00,152.00,302.00,454.00,1822.00,4669.00,6491.00,6945.00,107.00,271.00,378.00,1894.00,4665.00,6559.00,6937.00,107.00,270.00,377.00,1620.00,4892.00,6512.00,6889.00,109.00,253.00,362.00,1387.00,4892.00,6279.00,6641.00,252.00,240.00,492.00,1209.00,4730.00,5939.00,6431.00,198.00,308.00,506.00,602.00,4174.00,4776.00,5282.00,171.00,301.00,472.00,454.00,4186.00,4640.00,5112.00,176.00,257.00,433.00,422.00,3766.00,4188.00,4621.00,171.00,221.00,392.00,433.00,2903.00,3336.00,3728.00,178.00,168.00,346.00,330.00,2066.00,2396.00,2742.00,194.00,168.00,362.00,340.00,1566.00,1906.00,2268.00,181.00,..,..,..,..,..,..
"White Corn","..REGION IX (ZAMBOANGA PENINSULA)",23794.00,3981.00,27775.00,112915.00,47655.00,160570.00,188345.00,29904.00,6008.00,35912.00,121396.00,53715.00,175111.00,211023.00,22946.00,13813.00,36759.00,115605.00,61305.00,176910.00,213669.00,13484.00,11746.00,25230.00,132664.00,77429.00,210093.00,235323.00,24176.00,13756.00,37932.00,104872.00,87599.00,192471.00,230403.00,19399.00,9440.00,28839.00,89172.00,85573.00,174745.00,203584.00,19022.00,18980.00,38002.00,99169.00,67636.00,166805.00,204807.00,23660.00,18652.00,42312.00,90935.00,51004.00,141939.00,184251.00,13307.00,12709.00,26016.00,120028.00,42998.00,163026.00,189042.00,24165.00,16226.00,40391.00,97661.00,48358.00,146019.00,186410.00,19682.00,10368.00,30050.00,94544.00,54065.00,148609.00,178659.00,9635.00,2441.00,12076.00,142644.00,38276.00,180920.00,192996.00,23582.00,22973.00,46555.00,44017.00,29113.00,73130.00,119685.00,18295.00,23823.00,42118.00,35142.00,43494.00,78636.00,120754.00,18225.00,22867.00,41092.00,55251.00,34913.00,90164.00,131256.00,15957.00,16505.00,32462.00,55635.00,43574.00,99209.00,131671.00,19559.00,15312.00,34871.00,76043.00,57289.00,133332.00,168203.00,22845.00,21269.00,44114.00,79355.00,59654.00,139009.00,183123.00,23706.00,16628.00,40334.00,92404.00,74109.00,166513.00,206847.00,26905.00,21337.00,48242.00,97204.00,45905.00,143109.00,191351.00,30717.00,20218.00,50935.00,84374.00,53154.00,137528.00,188463.00,25949.00,16420.00,42369.00,63384.00,44646.00,108030.00,150399.00,19037.00,18949.00,37986.00,57321.00,49767.00,107088.00,145074.00,22823.00,3690.00,26513.00,88734.00,48739.00,137473.00,163986.00,28058.00,14214.00,42272.00,59699.00,47979.00,107678.00,149950.00,34728.00,10877.00,45605.00,66845.00,55121.00,121966.00,167571.00,34265.00,9040.00,43305.00,71932.00,59668.00,131600.00,174905.00,28134.00,9953.00,38087.00,90991.00,63939.00,154930.00,193017.00,28409.00,6629.00,35038.00,83045.00,67276.00,150321.00,185359.00,30180.00,8183.06,38363.06,107533.00,71752.00,179285.00,217648.06,31264.00,14096.00,45360.00,88984.00,57882.00,146866.00,192226.00,44828.00,14818.00,59646.00,105507.13,46176.73,151683.86,211329.86,26098.07,..,..,..,..,..,..
"White Corn","....Zamboanga del Norte",3173.00,1347.00,4520.00,50815.00,20565.00,71380.00,75900.00,5368.00,2291.00,7659.00,55690.00,21512.00,77202.00,84861.00,6341.00,1180.00,7521.00,58095.00,25925.00,84020.00,91541.00,2755.00,1837.00,4592.00,67374.00,29917.00,97291.00,101883.00,11084.00,3253.00,14337.00,41239.00,40580.00,81819.00,96156.00,5642.00,394.00,6036.00,33355.00,32939.00,66294.00,72330.00,9693.00,2267.00,11960.00,37817.00,14026.00,51843.00,63803.00,15288.00,2471.00,17759.00,41956.00,15015.00,56971.00,74730.00,5339.00,3088.00,8427.00,43921.00,15678.00,59599.00,68026.00,5912.00,7000.00,12912.00,29337.00,14066.00,43403.00,56315.00,3735.00,3144.00,6879.00,33172.00,21826.00,54998.00,61877.00,4800.00,74.00,4874.00,58661.00,13659.00,72320.00,77194.00,7682.00,11733.00,19415.00,19761.00,9326.00,29087.00,48502.00,9492.00,10397.00,19889.00,11208.00,10873.00,22081.00,41970.00,4763.00,9617.00,14380.00,13084.00,10937.00,24021.00,38401.00,2892.00,5535.00,8427.00,18230.00,13179.00,31409.00,39836.00,5261.00,3553.00,8814.00,26759.00,14663.00,41422.00,50236.00,3820.00,4973.00,8793.00,17987.00,15126.00,33113.00,41906.00,2017.00,1447.00,3464.00,34475.00,18299.00,52774.00,56238.00,4032.00,3443.00,7475.00,32111.00,10850.00,42961.00,50436.00,5872.00,7654.00,13526.00,25754.00,12812.00,38566.00,52092.00,2151.00,5463.00,7614.00,6459.00,4877.00,11336.00,18950.00,2398.00,5467.00,7865.00,11188.00,6961.00,18149.00,26014.00,4015.00,65.00,4080.00,22517.00,9138.00,31655.00,35735.00,5298.00,4574.00,9872.00,11055.00,5567.00,16622.00,26494.00,3112.00,4051.00,7163.00,11905.00,9518.00,21423.00,28586.00,6052.00,4324.00,10376.00,13506.00,12651.00,26157.00,36533.00,5971.00,4760.00,10731.00,27787.00,15082.00,42869.00,53600.00,4555.00,1033.00,5588.00,18561.00,15235.00,33796.00,39384.00,6902.00,310.00,7212.00,32950.00,12948.00,45898.00,53110.00,4974.00,2186.00,7160.00,31828.00,16128.00,47956.00,55116.00,9424.00,3032.00,12456.00,29678.10,12247.00,41925.10,54381.10,4783.12,..,..,..,..,..,..
"White Corn","....Zamboanga del Sur",20131.00,2634.00,22765.00,53825.00,25570.00,79395.00,102160.00,24127.00,3612.00,27739.00,59792.00,30080.00,89872.00,117611.00,16279.00,12535.00,28814.00,51755.00,33194.00,84949.00,113763.00,10343.00,9909.00,20252.00,58016.00,44736.00,102752.00,123004.00,12563.00,10453.00,23016.00,60970.00,46621.00,107591.00,130607.00,12825.00,9046.00,21871.00,53385.00,52531.00,105916.00,127787.00,8880.00,16577.00,25457.00,58823.00,52650.00,111473.00,136930.00,7772.00,15430.00,23202.00,48059.00,34939.00,82998.00,106200.00,7277.00,9504.00,16781.00,74412.00,26550.00,100962.00,117743.00,17640.00,8958.00,26598.00,66594.00,33182.00,99776.00,126374.00,15530.00,7162.00,22692.00,59940.00,31114.00,91054.00,113746.00,4592.00,2361.00,6953.00,82324.00,23970.00,106294.00,113247.00,14528.00,10790.00,25318.00,22997.00,18763.00,41760.00,67078.00,7678.00,12800.00,20478.00,23256.00,31640.00,54896.00,75374.00,12336.00,12800.00,25136.00,41195.00,22737.00,63932.00,89068.00,9075.00,6999.00,16074.00,23632.00,20320.00,43952.00,60026.00,10980.00,9104.00,20084.00,34500.00,30738.00,65238.00,85322.00,14879.00,11664.00,26543.00,41607.00,34629.00,76236.00,102779.00,18011.00,10780.00,28791.00,37926.00,47731.00,85657.00,114448.00,18180.00,11651.00,29831.00,51864.00,29719.00,81583.00,111414.00,20608.00,9792.00,30400.00,50649.00,35907.00,86556.00,116956.00,19408.00,9099.00,28507.00,52603.00,36675.00,89278.00,117785.00,12580.00,8584.00,21164.00,37570.00,37685.00,75255.00,96419.00,13739.00,2448.00,16187.00,52799.00,35129.00,87928.00,104115.00,16766.00,7131.00,23897.00,38207.00,39606.00,77813.00,101710.00,27814.00,3362.00,31176.00,46704.00,42198.00,88902.00,120078.00,22280.00,2068.00,24348.00,49645.00,44165.00,93810.00,118158.00,17294.00,2352.00,19646.00,51153.00,45473.00,96626.00,116272.00,18839.00,3307.00,22146.00,52306.00,46968.00,99274.00,121420.00,20375.00,1975.00,22350.00,59190.00,53950.00,113140.00,135490.00,19227.00,8086.00,27313.00,43273.00,35906.00,79179.00,106492.00,28944.00,6700.00,35644.00,62193.98,27160.91,89354.89,124998.89,16103.90,..,..,..,..,..,..
"White Corn","....Zamboanga Sibugay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3255.00,3615.00,6870.00,12338.00,8174.00,20512.00,27382.00,2468.00,2580.00,5048.00,13024.00,9988.00,23012.00,28060.00,3192.00,4372.00,7564.00,17460.00,8563.00,26023.00,33587.00,2594.00,3969.00,6563.00,17339.00,6441.00,23780.00,30343.00,3724.00,5670.00,9394.00,12049.00,4516.00,16565.00,25959.00,3427.00,2450.00,5877.00,6614.00,3544.00,10158.00,16035.00,3548.00,1428.00,4976.00,3142.00,2315.00,5457.00,10433.00,2855.00,4378.00,7233.00,6779.00,3945.00,10724.00,17957.00,3938.00,691.00,4629.00,10774.00,3198.00,13972.00,18601.00,4072.00,1750.00,5822.00,8596.00,2076.00,10672.00,16494.00,3282.00,2377.00,5659.00,6035.00,2314.00,8349.00,14008.00,4144.00,1648.00,5792.00,6495.00,1959.00,8454.00,14246.00,3051.00,1971.00,5022.00,8695.00,2161.00,10856.00,15878.00,3992.00,1993.00,5985.00,8837.00,2750.00,11587.00,17572.00,2116.00,5739.74,7855.74,10750.00,2611.00,13361.00,21216.74,5965.00,3346.00,9311.00,9975.00,3682.00,13657.00,22968.00,5282.00,3108.00,8390.00,10249.15,2945.74,13194.89,21584.89,3843.16,..,..,..,..,..,..
"White Corn","......City of Zamboanga",490.00,..,490.00,8275.00,1520.00,9795.00,10285.00,409.00,105.00,514.00,5914.00,2123.00,8037.00,8551.00,326.00,98.00,424.00,5755.00,2186.00,7941.00,8365.00,386.00,..,386.00,7274.00,2776.00,10050.00,10436.00,529.00,50.00,579.00,2663.00,398.00,3061.00,3640.00,932.00,..,932.00,2432.00,103.00,2535.00,3467.00,449.00,136.00,585.00,2529.00,960.00,3489.00,4074.00,600.00,751.00,1351.00,920.00,1050.00,1970.00,3321.00,691.00,117.00,808.00,1695.00,770.00,2465.00,3273.00,613.00,268.00,881.00,1730.00,1110.00,2840.00,3721.00,417.00,62.00,479.00,1432.00,1125.00,2557.00,3036.00,243.00,6.00,249.00,1659.00,647.00,2306.00,2555.00,1372.00,450.00,1822.00,1259.00,1024.00,2283.00,4105.00,1125.00,626.00,1751.00,678.00,981.00,1659.00,3410.00,1126.00,450.00,1576.00,972.00,1239.00,2211.00,3787.00,735.00,356.00,1091.00,1435.00,1901.00,3336.00,4427.00,850.00,75.00,925.00,1760.00,1900.00,3660.00,4585.00,954.00,260.00,1214.00,2301.00,1336.00,3637.00,4851.00,1084.00,432.00,1516.00,2664.00,1638.00,4302.00,5818.00,969.00,573.00,1542.00,1180.00,820.00,2000.00,3542.00,810.00,322.00,1132.00,1357.00,891.00,2248.00,3380.00,842.00,430.00,1272.00,1180.00,779.00,1959.00,3231.00,1204.00,520.00,1724.00,1784.00,1176.00,2960.00,4684.00,1131.00,486.00,1617.00,2644.00,1274.00,3918.00,5535.00,1922.00,759.00,2681.00,1841.00,730.00,2571.00,5252.00,520.00,1087.00,1607.00,2201.00,1091.00,3292.00,4899.00,1789.00,1000.00,2789.00,2286.00,893.00,3179.00,5968.00,1818.00,870.00,2688.00,3356.00,1223.00,4579.00,7267.00,1023.00,296.00,1319.00,3341.00,2323.00,5664.00,6983.00,787.00,158.32,945.32,4643.00,2243.00,6886.00,7831.32,1098.00,478.00,1576.00,3908.00,2166.00,6074.00,7650.00,1178.00,1978.00,3156.00,3385.89,3823.08,7208.98,10364.98,1367.90,..,..,..,..,..,..
"White Corn","..REGION X (NORTHERN MINDANAO)",56568.00,5832.00,62400.00,117605.00,50910.00,168515.00,230915.00,51532.00,10925.00,62457.00,137844.00,65577.00,203421.00,265878.00,72666.00,18171.00,90837.00,145553.00,100975.00,246528.00,337365.00,45122.00,10223.00,55345.00,159518.00,77205.00,236723.00,292068.00,56507.00,21120.00,77627.00,178894.00,88542.00,267436.00,345063.00,58146.00,1993.00,60139.00,152623.00,74893.00,227516.00,287655.00,87172.00,33706.00,120878.00,122437.00,109979.00,232416.00,353294.00,56306.00,40681.00,96987.00,157653.00,104326.00,261979.00,358966.00,97404.00,51356.00,148760.00,187105.00,84681.00,271786.00,420546.00,103097.00,34911.00,138008.00,162602.00,106217.00,268819.00,406827.00,94698.00,41840.00,136538.00,145064.00,101659.00,246723.00,383261.00,77880.00,12503.00,90383.00,159646.00,121508.00,281154.00,371537.00,96994.00,39112.00,136106.00,153849.00,88964.00,242813.00,378919.00,101843.00,38393.00,140236.00,127257.00,98734.00,225991.00,366227.00,103338.00,47771.00,151109.00,150126.00,94651.00,244777.00,395886.00,81085.00,41439.00,122524.00,153406.00,68001.00,221407.00,343931.00,99457.00,43201.00,142658.00,155972.00,87458.00,243430.00,386088.00,93926.00,48282.00,142208.00,149480.00,68020.00,217500.00,359708.00,72521.00,35263.00,107784.00,136416.00,95689.00,232105.00,339889.00,88751.00,33396.00,122147.00,153386.00,93426.00,246812.00,368959.00,84562.00,31069.00,115631.00,143278.00,99350.00,242628.00,358259.00,97202.00,39893.00,137095.00,144114.00,100369.00,244483.00,381578.00,95254.00,38067.00,133321.00,152564.00,96776.00,249340.00,382661.00,96354.00,19505.00,115859.00,160184.00,96791.00,256975.00,372834.00,100391.00,29356.00,129747.00,146776.00,73231.00,220007.00,349754.00,92763.00,32815.00,125578.00,150320.00,88021.00,238341.00,363919.00,84084.00,29841.00,113925.00,151150.00,90166.00,241316.00,355241.00,89818.00,25417.00,115235.00,156134.00,129259.00,285393.00,400628.00,106369.00,20854.00,127223.00,151253.00,128783.00,280036.00,407259.00,98128.00,13345.93,111473.93,216109.00,135709.00,351818.00,463291.93,110907.00,20745.00,131652.00,209470.00,130488.00,339958.00,471610.00,107465.00,25600.00,133065.00,208171.70,118152.37,326324.07,459389.07,107735.30,..,..,..,..,..,..
"White Corn","....Bukidnon",28151.00,2104.00,30255.00,53770.00,15749.00,69519.00,99774.00,28196.00,1952.00,30148.00,71736.00,29830.00,101566.00,131714.00,45800.00,2576.00,48376.00,71151.00,60685.00,131836.00,180212.00,23652.00,1036.00,24688.00,79368.00,30517.00,109885.00,134573.00,29689.00,8897.00,38586.00,99139.00,43547.00,142686.00,181272.00,35852.00,386.00,36238.00,73182.00,37480.00,110662.00,146900.00,52500.00,20084.00,72584.00,50000.00,59533.00,109533.00,182117.00,14911.00,23707.00,38618.00,57011.00,43704.00,100715.00,139333.00,38100.00,23843.00,61943.00,72418.00,27996.00,100414.00,162357.00,42062.00,15007.00,57069.00,50348.00,43200.00,93548.00,150617.00,31141.00,14920.00,46061.00,28668.00,36816.00,65484.00,111545.00,10704.00,3408.00,14112.00,33196.00,47400.00,80596.00,94708.00,24239.00,9665.00,33904.00,23036.00,25973.00,49009.00,82913.00,29450.00,9850.00,39300.00,27308.00,27636.00,54944.00,94244.00,27108.00,12985.00,40093.00,29065.00,20970.00,50035.00,90128.00,15158.00,1097.00,16255.00,29688.00,11497.00,41185.00,57440.00,18634.00,3534.00,22168.00,39270.00,30264.00,69534.00,91702.00,23475.00,5344.00,28819.00,18833.00,20551.00,39384.00,68203.00,23766.00,1350.00,25116.00,23720.00,33642.00,57362.00,82478.00,30330.00,4543.00,34873.00,28524.00,29500.00,58024.00,92897.00,21516.00,4962.00,26478.00,30165.00,21000.00,51165.00,77643.00,24697.00,4041.00,28738.00,21442.00,18308.00,39750.00,68488.00,22744.00,2756.00,25500.00,20270.00,12548.00,32818.00,58318.00,21636.00,2627.00,24263.00,30980.00,10145.00,41125.00,65388.00,20305.00,2994.00,23299.00,15123.00,9681.00,24804.00,48103.00,18172.00,8360.00,26532.00,20000.00,18715.00,38715.00,65247.00,20878.00,7865.00,28743.00,26577.00,18986.00,45563.00,74306.00,22564.00,4795.00,27359.00,34285.00,54635.00,88920.00,116279.00,37261.00,1835.00,39096.00,26455.00,53117.00,79572.00,118668.00,32656.00,1400.00,34056.00,72427.00,42128.00,114555.00,148611.00,28332.00,4632.00,32964.00,67429.00,40702.00,108131.00,141095.00,29838.00,4201.00,34039.00,68623.90,40713.81,109337.71,143376.71,29731.00,..,..,..,..,..,..
"White Corn","....Camiguin",4.00,121.00,125.00,580.00,170.00,750.00,875.00,195.00,21.00,216.00,688.00,190.00,878.00,1094.00,..,150.00,150.00,518.00,..,518.00,668.00,72.00,130.00,202.00,807.00,..,807.00,1009.00,69.00,117.00,186.00,490.00,15.00,505.00,691.00,..,117.00,117.00,360.00,33.00,393.00,510.00,20.00,87.00,107.00,558.00,78.00,636.00,743.00,..,420.00,420.00,252.00,65.00,317.00,737.00,89.00,48.00,137.00,99.00,37.00,136.00,273.00,47.00,45.00,92.00,85.00,32.00,117.00,209.00,43.00,85.00,128.00,129.00,47.00,176.00,304.00,43.00,80.00,123.00,299.00,108.00,407.00,530.00,130.00,238.00,368.00,311.00,132.00,443.00,811.00,86.00,162.00,248.00,220.00,64.00,284.00,532.00,42.00,124.00,166.00,204.00,77.00,281.00,447.00,57.00,154.00,211.00,198.00,101.00,299.00,510.00,38.00,138.00,176.00,267.00,110.00,377.00,553.00,54.00,140.00,194.00,257.00,93.00,350.00,544.00,60.00,144.00,204.00,276.00,102.00,378.00,582.00,52.00,150.00,202.00,383.00,84.00,467.00,669.00,60.00,161.00,221.00,315.00,65.00,380.00,601.00,45.00,175.00,220.00,264.00,53.00,317.00,537.00,36.00,138.00,174.00,199.00,44.00,243.00,417.00,45.00,140.00,185.00,196.00,58.00,254.00,439.00,37.00,163.00,200.00,173.00,47.00,220.00,420.00,81.00,127.00,208.00,206.00,35.00,241.00,449.00,38.00,112.00,150.00,213.00,44.00,257.00,407.00,29.00,120.00,149.00,115.00,86.00,201.00,350.00,46.00,62.00,108.00,89.00,85.00,174.00,282.00,27.00,44.50,71.50,66.00,117.00,183.00,254.50,60.00,106.00,166.00,105.00,107.00,212.00,378.00,103.00,202.00,305.00,122.00,165.00,287.00,592.00,124.00,..,..,..,..,..,..
"White Corn","....Lanao del Norte",20995.00,2375.00,23370.00,37205.00,25400.00,62605.00,85975.00,17712.00,6675.00,24387.00,39967.00,25937.00,65904.00,90291.00,19267.00,12668.00,31935.00,44943.00,28713.00,73656.00,105591.00,14984.00,6016.00,21000.00,51283.00,31808.00,83091.00,104091.00,19591.00,9958.00,29549.00,51516.00,29436.00,80952.00,110501.00,16290.00,813.00,17103.00,57803.00,25224.00,83027.00,100130.00,23830.00,11844.00,35674.00,57507.00,35548.00,93055.00,128729.00,32240.00,13604.00,45844.00,72090.00,49997.00,122087.00,167931.00,50626.00,25628.00,76254.00,80190.00,47005.00,127195.00,203449.00,50409.00,17921.00,68330.00,75971.00,51451.00,127422.00,195752.00,53990.00,24804.00,78794.00,83553.00,54707.00,138260.00,217054.00,62691.00,8775.00,71466.00,107461.00,51970.00,159431.00,230897.00,63477.00,24873.00,88350.00,90222.00,52173.00,142395.00,230745.00,61205.00,25674.00,86879.00,70653.00,58693.00,129346.00,216225.00,65909.00,32036.00,97945.00,87211.00,60412.00,147623.00,245568.00,56626.00,37306.00,93932.00,80445.00,44505.00,124950.00,218882.00,63595.00,38409.00,102004.00,74035.00,40160.00,114195.00,216199.00,57525.00,41590.00,99115.00,79263.00,33005.00,112268.00,211383.00,39427.00,32436.00,71863.00,63721.00,40670.00,104391.00,176254.00,45639.00,25603.00,71242.00,70036.00,44400.00,114436.00,185678.00,50120.00,23438.00,73558.00,66737.00,53586.00,120323.00,193881.00,57145.00,31139.00,88284.00,77557.00,55126.00,132683.00,220967.00,54809.00,30916.00,85725.00,85867.00,56180.00,142047.00,227772.00,54196.00,15485.00,69681.00,84060.00,55669.00,139729.00,209410.00,53807.00,22788.00,76595.00,88894.00,35072.00,123966.00,200561.00,50088.00,21749.00,71837.00,91295.00,42667.00,133962.00,205799.00,44721.00,19399.00,64120.00,83672.00,42956.00,126628.00,190748.00,49674.00,18341.00,68015.00,76168.00,42518.00,118686.00,186701.00,49350.00,17593.00,66943.00,82755.00,43676.00,126431.00,193374.00,50453.00,11131.43,61584.43,93552.00,54387.00,147939.00,209523.43,58843.00,12974.00,71817.00,94410.00,55229.00,149639.00,221456.00,56777.00,17753.00,74530.00,96692.80,43274.56,139967.36,214497.36,57741.30,..,..,..,..,..,..
